1.5707963 2.7183257
1.5786898 2.7182001
1.5865832 2.7179053
1.5944767 2.7174412
1.6023701 2.7168080
1.6102636 2.7160058
1.6181570 2.7150348
1.6260505 2.7138953
1.6339439 2.7125877
1.6418374 2.7111121
1.6497308 2.7094690
1.6576243 2.7076587
1.6655177 2.7056819
1.6734112 2.7035388
1.6813046 2.7012302
1.6891981 2.6987565
1.6970915 2.6961183
1.7049850 2.6933164
1.7128784 2.6903515
1.7207719 2.6872241
1.7286653 2.6839352
1.7365588 2.6804856
1.7444522 2.6768760
1.7523457 2.6731074
1.7602391 2.6691808
1.7681325 2.6650969
1.7760260 2.6608570
1.7839194 2.6564620
1.7918129 2.6519129
1.7997063 2.6472109
1.8075998 2.6423571
1.8154932 2.6373527
1.8233867 2.6321989
1.8312801 2.6268969
1.8391736 2.6214481
1.8470670 2.6158536
1.8549605 2.6101149
1.8628539 2.6042332
1.8707474 2.5982101
1.8786408 2.5920469
1.8865343 2.5857450
1.8944277 2.5793060
1.9023212 2.5727314
1.9102146 2.5660226
1.9181081 2.5591813
1.9260015 2.5522090
1.9338950 2.5451074
1.9417884 2.5378780
1.9496819 2.5305225
1.9575753 2.5230427
1.9654688 2.5154401
1.9733622 2.5077166
1.9812557 2.4998738
1.9891491 2.4919135
1.9970426 2.4838376
2.0049360 2.4756477
2.0128295 2.4673458
2.0207229 2.4589335
2.0286164 2.4504129
2.0365098 2.4417857
2.0444033 2.4330538
2.0522967 2.4242191
2.0601902 2.4152835
2.0680836 2.4062489
2.0759771 2.3971173
2.0838705 2.3878905
2.0917640 2.3785706
2.0996574 2.3691594
2.1075509 2.3596589
2.1154443 2.3500711
2.1233377 2.3403979
2.1312312 2.3306415
2.1391246 2.3208036
2.1470181 2.3108863
2.1549115 2.3008917
2.1628050 2.2908216
2.1706984 2.2806782
2.1785919 2.2704633
2.1864853 2.2601791
2.1943788 2.2498274
2.2022722 2.2394103
2.2101657 2.2289299
2.2180591 2.2183880
2.2259526 2.2077867
2.2338460 2.1971279
2.2417395 2.1864138
2.2496329 2.1756461
2.2575264 2.1648270
2.2654198 2.1539584
2.2733133 2.1430422
2.2812067 2.1320804
2.2891002 2.1210749
2.2969936 2.1100278
2.3048871 2.0989409
2.3127805 2.0878161
2.3206740 2.0766554
2.3285674 2.0654606
2.3364609 2.0542337
2.3443543 2.0429765
2.3522478 2.0316909
2.3601412 2.0203788
2.3680347 2.0090420
2.3759281 1.9976822
2.3838216 1.9863015
2.3917150 1.9749014
2.3996085 1.9634839
2.4075019 1.9520507
2.4153954 1.9406035
2.4232888 1.9291441
2.4311823 1.9176741
2.4390757 1.9061954
2.4469692 1.8947096
2.4548626 1.8832184
2.4627561 1.8717234
2.4706495 1.8602262
2.4785429 1.8487285
2.4864364 1.8372318
2.4943298 1.8257378
2.5022233 1.8142480
2.5101167 1.8027640
2.5180102 1.7912872
2.5259036 1.7798191
2.5337971 1.7683613
2.5416905 1.7569152
2.5495840 1.7454822
2.5574774 1.7340638
2.5653709 1.7226613
2.5732643 1.7112761
2.5811578 1.6999096
2.5890512 1.6885631
2.5969447 1.6772379
2.6048381 1.6659353
2.6127316 1.6546566
2.6206250 1.6434030
2.6285185 1.6321758
2.6364119 1.6209761
2.6443054 1.6098051
2.6521988 1.5986640
2.6600923 1.5875539
2.6679857 1.5764759
2.6758792 1.5654311
2.6837726 1.5544206
2.6916661 1.5434455
2.6995595 1.5325067
2.7074530 1.5216053
2.7153464 1.5107422
2.7232399 1.4999184
2.7311333 1.4891348
2.7390268 1.4783923
2.7469202 1.4676919
2.7548137 1.4570345
2.7627071 1.4464207
2.7706006 1.4358516
2.7784940 1.4253278
2.7863875 1.4148502
2.7942809 1.4044196
2.8021744 1.3940366
2.8100678 1.3837020
2.8179612 1.3734165
2.8258547 1.3631808
2.8337481 1.3529955
2.8416416 1.3428613
2.8495350 1.3327788
2.8574285 1.3227486
2.8653219 1.3127712
2.8732154 1.3028473
2.8811088 1.2929773
2.8890023 1.2831618
2.8968957 1.2734013
2.9047892 1.2636963
2.9126826 1.2540471
2.9205761 1.2444544
2.9284695 1.2349184
2.9363630 1.2254396
2.9442564 1.2160184
2.9521499 1.2066552
2.9600433 1.1973503
2.9679368 1.1881040
2.9758302 1.1789167
2.9837237 1.1697887
2.9916171 1.1607202
2.9995106 1.1517115
3.0074040 1.1427629
3.0152975 1.1338747
3.0231909 1.1250469
3.0310844 1.1162799
3.0389778 1.1075739
3.0468713 1.0989289
3.0547647 1.0903452
3.0626582 1.0818229
3.0705516 1.0733621
3.0784451 1.0649631
3.0863385 1.0566257
3.0942320 1.0483503
3.1021254 1.0401368
3.1100189 1.0319852
3.1179123 1.0238958
3.1258058 1.0158684
3.1336992 1.0079031
3.1415927 1.0000000
